순위,기업명,종목코드,2024년 매출(억원),섹터(추정),채용규모(추정),채용형태(추정),IT/전산직 채용 및 주요 직무,비고 및 특이사항,직원수(공시),"평균연봉(대표,만원)",평균연봉_출처
497,현대비앤지스틸,004560,7954,기타,소규모,수시,"철강 제조 IT, 전산 보안, 인프라",채용 규모/특징: 소수 수시 채용. 창원 기반 현대차 계열 스테인리스 전산 지원,486,7490,dart
498,노루페인트,090350,7938,제조·모빌리티,,수시,"도료 제조 IT, ERP 운영, 전산 보안",채용 규모/특징: 수시 채용. 안양 기반의 안정적인 제조업 전산 직무,796,8253,dart
499,한국제지,027970,7921,기타,소규모,,"제지 제조 IT, 전산 인프라 유지보수",채용 규모/특징: 소수. 해성그룹 계열 안정적인 전산 운영 업무,776,7827,dart
500,한솔홀딩스,004150,7916,기타,소규모,,그룹 IT 전략 수립 및 전산 보안 감사,"채용 규모/특징: 소수 (지주사). 한솔그룹 지주사, 계열사 전산 정책 수립",39,15190,dart
501,한국정보통신,025770,7910,기타,,수시,"결제 인프라 운영, 전산 보안, 네트워크","채용 규모/특징: 수시 채용. 이지체크(EasyCheck) 운영사, 전산 인프라 핵심",278,11278,dart
502,삼표시멘트,038500,7908,제조·모빌리티,소규모,,"제조 공정 IT, ERP 관리, 전산 유지보수","채용 규모/특징: 소수. 삼표그룹 계열, 안정적인 제조업 전산직",741,8945,dart
503,동국산업,005160,7903,제조·모빌리티,극소수,,"제강 공정 전산, 전산 인프라 보안",채용 규모/특징: 극소수. 전형적인 제조업의 전산지원팀 업무,394,8301,dart
504,TYM,002900,7888,유통·물류,소규모,,"농기계 제조 IT, ERP 시스템 유지보수",채용 규모/특징: 소수. (구 동양물산) 스마트 팩토리 인프라 운영,1029,7105,dart
505,세보엠이씨,011560,7888,건설·엔지니어링,극소수,,"건설 전산 운영, 일반 전산 지원",채용 규모/특징: 극소수. 설비건설업 기반의 사내 전산 유지관리,567,7169,dart
506,연합자산관리,,7868,기타,소규모,수시,"금융 전산 시스템 운영, 보안, 서버 관리","채용 규모/특징: 소수 수시 채용. 구조조정 전문, 매우 높은 연봉과 안정성",,15000,research
507,SIMPAC,009160,7851,제조·모빌리티,소규모,,"제조 공정 IT, ERP 운영, 네트워크 보안",채용 규모/특징: 소수. 프레스 제조 기반의 전산 인프라 지원,453,6591,dart
508,케이피에프,024880,7820,제조·모빌리티,소규모,,"제조 전산 인프라 운영, 일반 전산 지원",채용 규모/특징: 소수. 화스너/자동차부품 제조 전산 유지보수,480,6344,dart
509,아이디스홀딩스,054800,7814,기타,극소수,,그룹 IT 전략 및 보안 거버넌스 관리,채용 규모/특징: 극소수 (지주사). 실제 IT 실무는 아이디스(본체)에서 주로 수행,14,7457,dart
510,제일파마홀딩스,002620,7798,기타,소규모,,그룹 IT 전략 및 제약 전산 거버넌스,채용 규모/특징: 소수 (지주사). 제일약품 등 계열사 전산 정책 및 감사,36,7794,dart
511,부국증권,001270,7792,금융,소규모,수시,"증권 전산 운영, 트레이딩 보안, 인프라","채용 규모/특징: 소수 수시 채용. 알짜 증권사, 소수 정예 전산 조직 운영",288,19566,dart
512,아진산업,013310,7768,제조·모빌리티,,수시,"자동차 부품 전산, 스마트 팩토리, ERP",채용 규모/특징: 수시 채용. 대구/경북 기반 자동차 제조 전산 지원,656,9251,dart
513,한솔케미칼,014680,7764,기타,,수시,"화학 제조 IT, 전산 보안, ERP 운영","채용 규모/특징: 수시 채용. 한솔그룹 내 최고 수준 처우, 안정적 전산직",680,9468,dart
514,두올,016740,7733,제조·모빌리티,극소수,,"자동차 내장재 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 기본 전산 인프라 유지보수,675,4743,dart
515,한국특강,007280,7688,제조·모빌리티,소규모,,"제강 공정 IT, 전산 인프라 운영",채용 규모/특징: 소수. (구 한국특수형강) 영남 기반 철강 전산직,577,7519,dart
516,카카오페이,377300,7662,IT·플랫폼,대규모,수시,"핀테크 인프라 운영, 보안, 전산 기획","채용 규모/특징: 대규모 수시 채용. 컴공 전공자 선호, 기술 중심의 전산 조직",1198,8382,dart
517,핸즈코퍼레이션,143210,7644,제조·모빌리티,소규모,,"자동차 휠 제조 IT, ERP 유지보수",채용 규모/특징: 소수. 글로벌 제조망 연동 전산 시스템 관리,867,6166,dart
518,팜한농,,7621,제조·모빌리티,중간,혼합,"농업 IT 솔루션, ERP 운영, 전산 보안","채용 규모/특징: 수시/정기 공채. LG화학 자회사, 농업 데이터 및 전산 관리",,8000,research
519,일지테크,019540,7573,제조·모빌리티,소규모,,"자동차 부품 제조 IT, 스마트 팩토리",채용 규모/특징: 소수. 대구 기반 중견 부품사 전산 유지보수 업무,533,5491,dart
520,DRB동일,004840,7527,제조·모빌리티,,수시,"고무 제조 IT, ERP 시스템 유지보수, 보안",채용 규모/특징: 수시 채용. 부산 기반의 안정적인 중견 제조 전산직,92,7698,dart
521,한화호텔앤드리조트,,7509,유통·물류,대규모,혼합,"리조트 전산 시스템 운영, 보안, 인프라",채용 규모/특징: 수시/정기 공채. 대규모 레저 시설 전산 및 인프라 관리,,7000,research
522,동양,001520,7504,제조·모빌리티,소규모,,"건자재/플랜트 전산 운영, 일반 전산 지원","채용 규모/특징: 소수. 유진그룹 계열, 제조업 기반 전산 인프라 지원",501,8908,dart
523,서한,011370,7494,건설·엔지니어링,소규모,,"건설 ERP 운영, 본사/현장 전산 지원",채용 규모/특징: 소수. 대구 기반 중견 건설사 전산 유지보수 업무,385,7025,dart
524,코스모화학,005420,7493,제조·모빌리티,,수시,"화학/배터리 소재 IT, 전산 인프라 보안",채용 규모/특징: 수시 채용. 이차전지 소재 분야 성장에 따른 전산직 확장,291,8165,dart
525,원익IPS,240810,7482,제조·모빌리티,,수시,"반도체 장비 제조 IT, MES 운영, 보안","채용 규모/특징: 수시 채용 활발. 반도체 핵심 장비사, 탄탄한 제조 IT 조직",1484,7890,dart
526,평택에너지앤파워,,7436,에너지,극소수,,"발전소 전산 시스템 운영, 보안, 인프라",채용 규모/특징: 극소수. 민자 발전소 기반의 안정적인 고연봉 전산직,,10000,research
527,한국카본,017960,7417,제조·모빌리티,소규모,,"탄소 소재 제조 IT, ERP 유지보수",채용 규모/특징: 소수. 제조업 기반의 전형적인 전산팀 직무,796,3326,dart
528,케이씨,029460,7385,제조·모빌리티,소규모,수시,"반도체 설비 IT, 전산 인프라 보안","채용 규모/특징: 소수 수시 채용. 반도체 유틸리티 전문, 안정적 제조 전산",231,7953,dart
529,코리아에프티,123410,7359,제조·모빌리티,극소수,,"자동차 부품 전산, 일반 전산 유지보수",채용 규모/특징: 극소수. 카본 캐니스터 등 부품 제조 전산 지원,578,5673,dart
530,에스파워,,7346,에너지,극소수,,"발전소 전산 운영, 일반 전산 지원",채용 규모/특징: 극소수. 삼천리 계열 민자 발전소 전산 유지보수,,10000,research
531,파워로직스,047310,7334,제조·모빌리티,소규모,,"전자부품 제조 IT, ERP 관리, 전산 보안",채용 규모/특징: 소수. 청주 기반 카메라 모듈 제조 전산 지원,329,5558,dart
532,인지디스플레,037330,7327,제조·모빌리티,극소수,,"디스플레이 부품 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 관리 업무,362,7920,dart
533,지엠비코리아,013870,7267,제조·모빌리티,소규모,,"자동차 부품 제조 IT, 스마트 팩토리",채용 규모/특징: 소수. 창원 기반 자동차 부품 전산 유지보수 업무,725,8132,dart
534,진흥기업,002780,7262,건설·엔지니어링,소규모,,"건설 ERP 운영, 현장 전산 지원",채용 규모/특징: 소수. 효성중공업 계열 건설 전산 인프라 관리,458,9124,dart
535,STX엔진,077970,7246,제조·모빌리티,,수시,"엔진 제조 IT, 전산 보안, ERP 운영",채용 규모/특징: 수시 채용. 창원 기반 엔진 제조 특화 전산 유지보수,894,7838,dart
536,휴스틸,005010,7231,제조·모빌리티,소규모,,"강관 제조 IT, 전산 인프라 보안","채용 규모/특징: 소수. 신안그룹 계열 철강 전산, 매우 안정적",585,6003,dart
537,에이피알,278470,7228,바이오·헬스,,수시,"뷰티 테크 플랫폼 운영, 이커머스 인프라",채용 규모/특징: 수시 채용 활발. 메디큐브 등 브랜드 성장으로 IT 조직 급팽창,554,7669,dart
538,한국석유공업,004090,7212,제조·모빌리티,극소수,,"아스팔트/제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 정통 제조업의 소규모 전산 조직 운영,232,6385,dart
539,JW중외제약,001060,7194,바이오·헬스,중간,혼합,"제약 전산 시스템, ERP 운영, 정보보안",채용 규모/특징: 수시/정기 공채. 제약 인프라 특화 전산직 수요 꾸준함,1107,6775,dart
540,디아이씨,092200,7191,제조·모빌리티,소규모,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 소수. 울산 기반 변속기 부품 전산 유지보수,720,6795,dart
541,태림포장,011280,7154,제조·모빌리티,소규모,,"제지/골판지 제조 IT, ERP 관리",채용 규모/특징: 소수. 세아그룹 계열의 전국 공장 전산 지원 업무,927,6061,dart
542,한익스프레스,014130,7123,유통·물류,,수시,"물류 시스템 운영, 인프라 보안","채용 규모/특징: 수시 채용. 한화 계열 물류 전산, 시스템 유지보수 중심",439,6050,dart
543,유니트론텍,142210,7123,유통·물류,극소수,,"반도체 유통 IT, 전산 행정",채용 규모/특징: 극소수. IT 부품 유통 특화 전산 및 시스템 관리,113,8037,dart
544,위메이드,112040,7119,IT·플랫폼,대규모,수시,"게임 플랫폼 운영, 블록체인 인프라, 보안","채용 규모/특징: 대규모 수시 채용. 게임/블록체인 기술 중심, 전산직 위상 높음",542,11498,dart
545,유니퀘스트,077500,7105,유통·물류,소규모,,"반도체 기술 지원, 일반 전산 운영",채용 규모/특징: 소수. 반도체 유통 솔루션 기반 전산 인프라 관리,229,7599,dart
546,에스케이스페셜티,,7084,제조·모빌리티,,수시,"특수 가스 제조 IT, 스마트 팩토리, 보안","채용 규모/특징: 수시 채용. 영주 기반 SK그룹 핵심 소재사, 처우 우수",,11000,research
547,화승알앤에이,378850,7071,제조·모빌리티,소규모,,"자동차 부품 제조 IT, ERP 운영",채용 규모/특징: 소수. 양산 기반 제조업 전산 시스템 지원 업무,643,6785,dart
548,제일약품,271980,7045,바이오·헬스,,수시,"제약 전산 시스템, 일반 전산 지원, 보안",채용 규모/특징: 수시 채용. 제약업계의 보수적이고 안정적인 전산직,983,6513,dart
549,KBI메탈,024840,7027,제조·모빌리티,극소수,,"전선 소재 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 최소 인원 전산 관리,324,4267,dart
550,인터지스,129260,7012,유통·물류,소규모,수시,"항만 물류 시스템 운영, 전산 인프라",채용 규모/특징: 소수 수시 채용. 동국제강 계열 물류 전산망 유지보수 핵심,516,6309,dart
551,에코비트,,7011,기타,소규모,,"환경 에너지 전산 운영, 일반 전산 지원",채용 규모/특징: 소수. 수처리/폐기물 기반 전산 시스템 통합 관리,,8000,research
552,서울바이오시스,092190,6992,바이오·헬스,소규모,수시,"LED 제조 IT, 전산 보안, 인프라 운영","채용 규모/특징: 소수 수시 채용. 서울반도체 계열, 안산 기반 제조 전산",266,5822,dart
553,동아에스티,170900,6979,바이오·헬스,,수시,"제약 전산 시스템, ERP 운영, 인프라 보안",채용 규모/특징: 수시 채용 활발. 동아쏘시오 계열의 탄탄한 제약 전산직,1695,7872,dart
554,에스디바이오센서,137310,6946,바이오·헬스,,수시,"진단키트 제조 IT, 글로벌 ERP, 보안",채용 규모/특징: 수시 채용. 글로벌 확장세에 따른 전산 인프라 구축 수요,613,6291,dart
555,컴투스,078340,6939,IT·플랫폼,중간,혼합,"게임 서버 운영, 인프라, 전산 보안",채용 규모/특징: 수시/정기 공채. 게임사 특유의 자유로운 문화와 고수준 IT,1471,8081,dart
556,실리콘투,257720,6915,유통·물류,,수시,"K-뷰티 역직구 플랫폼 운영, IT 인프라",채용 규모/특징: 수시 채용 활발. 글로벌 이커머스 급성장에 따른 전산직 수요,247,5947,dart
557,에스케이어드밴스드,,6881,제조·모빌리티,극소수,,"가스 제조 IT, 전산 보안, 인프라","채용 규모/특징: 극소수. 울산 기반 PDH 공장, 매우 높은 연봉 수준",,11000,research
558,한솔로지스틱스,009180,6870,유통·물류,,수시,"물류 시스템(WMS) 운영, 전산 인프라",채용 규모/특징: 수시 채용. 한솔그룹 물류 통합 전산망 유지보수 업무,266,5248,dart
559,자화전자,033240,6811,제조·모빌리티,소규모,,"전자부품 제조 IT, 스마트 팩토리, ERP",채용 규모/특징: 소수. 청주/구미 기반 애플 공급망 제조 전산,1504,5071,dart
560,애경산업,018250,6791,제조·모빌리티,,수시,"생활용품/화장품 유통 IT, 전산 보안",채용 규모/특징: 수시 채용. 홍대 사옥 본사 및 공장 전산 지원 업무,932,6602,dart
561,사조동아원,008040,6781,제조·모빌리티,극소수,,제분/배합사료 전산 시스템 운영,채용 규모/특징: 극소수. 사조그룹 계열 제조업 전산 유지보수 업무,378,6784,dart
562,콜마홀딩스,024720,6767,기타,소규모,,그룹 IT 전략 및 제조 전산 거버넌스,채용 규모/특징: 소수 (지주사). 한국콜마 계열사 IT 통합 기획 및 보안,109,11045,dart
563,태경산업,015890,6757,제조·모빌리티,극소수,,"무기화학 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 정통 제조업의 소규모 전산 조직 운영,232,5359,dart
564,카카오모빌리티,,6750,IT·플랫폼,,수시,"모빌리티 인프라 운영, 보안, 전산 기획","채용 규모/특징: 수시 채용 활발. 판교 기반, 서비스 안정화 및 보안 전산 핵심",,9000,research
565,예스24,053280,6711,기타,대규모,혼합,"커머스 플랫폼 운영, 전산 인프라 보안","채용 규모/특징: 수시/정기 공채. 한세예스24 계열, 대규모 트래픽 전산 관리",461,4401,dart
566,케이비아이동국실업,001620,6684,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 유지보수,421,6823,dart
567,대교,019680,6635,기타,대규모,혼합,"교육 전산 시스템, 네트워크 보안, 인프라",채용 규모/특징: 수시/정기 공채. 눈높이 등 대규모 고객 시스템 및 전산 지원,2397,4329,dart
568,SK오션플랜트,100090,6626,건설·엔지니어링,,수시,"조선/플랜트 공정 IT, 전산 보안",채용 규모/특징: 수시 채용. (구 삼강엠앤티) SK 계열 편입 후 IT 투자 확대,664,6250,dart
569,신대양제지,016590,6585,제조·모빌리티,극소수,,"제지 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 시화 공장 기반 소규모 전산 인프라 유지,116,8680,dart
570,일동홀딩스,000230,6576,바이오·헬스,소규모,,그룹 IT 전략 및 제약 전산 거버넌스,채용 규모/특징: 소수 (지주사). 일동제약 등 계열사 IT 통합 관리 및 감사,84,6142,dart
571,서흥,008490,6533,기타,소규모,수시,"캡슐 제조 IT, ERP 유지보수, 전산 보안",채용 규모/특징: 소수 수시 채용. 오송/청주 기반 매우 탄탄하고 안정적인 전산,1214,4803,dart
572,디아이동일,001530,6517,제조·모빌리티,극소수,,"섬유/알루미늄박 제조 IT, 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 정통 전산 관리 직무,212,4361,dart
573,티에이치엔,019180,6511,기타,소규모,,"자동차 부품 전산, 일반 전산 유지보수",채용 규모/특징: 소수. 대구 기반 현대차 협력사 전산 지원 업무,662,7017,dart
574,인지컨트롤스,023800,6493,제조·모빌리티,극소수,,"자동차 부품 제조 IT, ERP 유지보수",채용 규모/특징: 극소수. 시화 기반 중견 부품사 전산 유지관리,534,5442,dart
575,아이티엠반도체,084850,6479,제조·모빌리티,소규모,수시,"반도체 부품 제조 IT, 스마트 팩토리",채용 규모/특징: 소수 수시 채용. 청주 기반 2차전지 회로 제조 전산 지원,313,5190,dart
576,원익홀딩스,030530,6455,기타,소규모,,그룹 IT 전략 및 제조 전산 가이드,채용 규모/특징: 소수 (지주사). 평택 기반 원익그룹 계열사 IT 거버넌스,413,7367,dart
577,우리산업홀딩스,072470,6453,기타,극소수,,자동차 부품 IT 전략 및 전산 기획,채용 규모/특징: 극소수. 지주사 성격. 계열사 전산 인프라 관리 지원,18,6589,dart
578,강남제비스코,000860,6431,제조·모빌리티,소규모,수시,"도료 제조 IT, ERP 운영, 전산 보안",채용 규모/특징: 소수 수시 채용. 안양/함안 공장 및 본사 전산 인프라 유지,641,6068,dart
579,벽산,007210,6431,제조·모빌리티,소규모,,"건자재 제조 IT, 일반 전산 유지보수",채용 규모/특징: 소수. 보수적이지만 매우 안정적인 제조업 전산직,442,8003,dart
580,경창산업,024910,6380,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 대구 기반 부품사 전산 인프라 관리,1359,6699,dart
581,사조산업,007160,6352,기타,극소수,,"수산/식품 유통 전산, 일반 전산 지원",채용 규모/특징: 극소수. 계열사 통합 전산 관리 및 네트워크 유지,489,6031,dart
582,더블유게임즈,192080,6335,제조·모빌리티,,수시,"소셜카지노 인프라 운영, 전산 보안","채용 규모/특징: 수시 채용 활발. 강남 소재, 높은 연봉과 기술 중심 IT 환경",394,9012,dart
583,해태제과식품,101530,6292,기타,소규모,수시,"식품 유통 전산, ERP 유지보수, 보안",채용 규모/특징: 소수 수시 채용. 정통 식품 기업의 안정적인 전산 운영,1558,5435,dart
584,HDC랩스,039570,6288,기타,중간,혼합,"스마트 홈/빌딩 IT 운영, 전산 인프라","채용 규모/특징: 수시/정기 공채. HDC그룹 IT 실무 전문, 공간 테크 기반 전산",5704,2920,dart
585,삼화페인트공업,000390,6283,제조·모빌리티,소규모,수시,"도료 제조 IT, ERP 운영, 전산 보안",채용 규모/특징: 소수 수시 채용. 안산 공장 및 본사 전산 인프라 지원,906,6855,dart
586,카카오게임즈,293490,6272,IT·플랫폼,대규모,수시,"게임 인프라 운영, 전산 보안, 플랫폼","채용 규모/특징: 대규모 수시 채용. 판교 기반 테크 리더, 전산/인프라 직군 우대",474,9221,dart
587,한국공항,005430,6265,기타,소규모,수시,"항공 조업 전산 시스템, 인프라 보안","채용 규모/특징: 소수 수시 채용. 대한항공 계열사, 공항 지상 조업 전산 지원",3267,5705,dart
588,신세계I&C,035510,6257,기타,대규모,혼합,"그룹 전산 SI/SM, 클라우드, 보안","채용 규모/특징: 대규모 공채/수시. 신세계그룹 IT 전담사, 전산 전공자 필수 관문",1414,7124,dart
589,토비스,051360,6238,제조·모빌리티,소규모,,"카지노 모니터 제조 IT, 일반 전산 지원",채용 규모/특징: 소수. 송도/안산 기반의 중견 제조 전산 직무,478,6467,dart
590,알루코,001780,6229,제조·모빌리티,극소수,,"알루미늄 제조 IT, 전산 인프라 보안",채용 규모/특징: 극소수. 대전/공주 기반 제조업 전산 유지보수 업무,176,6080,dart
591,미래나노텍,095500,6223,제조·모빌리티,소규모,,"나노 소재 제조 IT, 일반 전산 지원",채용 규모/특징: 소수. 오창 기반 제조업의 전형적인 전산팀 업무,460,4752,dart
592,태양금속공업,004100,6200,제조·모빌리티,극소수,,"자동차 부품 제조 IT, ERP 유지보수",채용 규모/특징: 극소수. 안산 기반 자동차 냉간단조 부품 전산 지원,507,6417,dart
593,골프존,215000,6200,기타,,수시,"스크린골프 시스템 인프라, 전산 보안","채용 규모/특징: 수시 채용 활발. IT와 스포츠의 결합, 탄탄한 시스템 운영 조직",557,7245,dart
594,하나투어,039130,6166,기타,대규모,수시,"여행 전산 시스템, 예약 인프라 보안","채용 규모/특징: 수시 채용. 여행업계 1위, 대규모 예약 전산망 관리 핵심",1318,5721,dart
595,콜마비앤에이치,200130,6156,제조·모빌리티,소규모,수시,"건기식 제조 IT, ERP 관리, 전산 보안",채용 규모/특징: 소수 수시 채용. 세종 공장 기반 제조업 전산 인프라 지원,528,6100,dart
596,일동제약,249420,6149,바이오·헬스,중간,혼합,"제약 전산 시스템, ERP 운영, 정보보안",채용 규모/특징: 수시/정기 공채. 안정적이고 보수적인 제약 전산 환경,1056,7832,dart
597,인탑스,049070,6147,제조·모빌리티,소규모,수시,"IT 기기 케이스 제조 IT, 스마트 팩토리",채용 규모/특징: 소수 수시 채용. 안양/구미 기반 글로벌 제조 전산망 관리,352,5657,dart
598,SNT다이내믹스,003570,6145,기타,소규모,수시,"방산/기계 제조 IT, 고수준 보안, ERP",채용 규모/특징: 소수 수시 채용. 창원 기반 고보안 방산 전산 시스템 운영,431,6797,dart
599,HS화성,002460,6128,건설·엔지니어링,소규모,,"건설 ERP 운영, 본사/현장 전산 지원",채용 규모/특징: 소수. (구 화성산업) 대구 기반 중견 건설사 전산,386,7260,dart
600,유비벨록스,089850,6071,금융,,수시,"스마트카드/임베디드 IT, 전산 보안",채용 규모/특징: 수시 채용. 보안 칩 및 금융 카드 IT 솔루션 전산 지원,343,6012,dart
601,우성,006980,6062,제조·모빌리티,극소수,,"사료 제조 전산, 일반 전산 지원",채용 규모/특징: 극소수. 대전 기반 정통 제조업 전산 유지보수,71,5677,dart
602,KTis,058860,6039,기타,대규모,수시,"고객센터 인프라 운영, 전산 보안","채용 규모/특징: 수시 채용 활발. KT 계열, 대규모 인바운드 전산망 관리",8217,3674,dart
603,해성디에스,195870,6030,제조·모빌리티,,수시,"반도체 소재 IT, 전산 보안, MES 운영",채용 규모/특징: 수시 채용. 창원 기반 고성능 리드프레임 제조 전산,1387,7406,dart
604,엘티삼보,,6022,건설·엔지니어링,소규모,,"건설 전산 운영, 현장 전산 지원",채용 규모/특징: 소수. LT그룹 계열 건설 인프라 및 전산 관리,,7500,research
605,JYP Ent.,035900,6018,기타,,수시,"팬덤 플랫폼 IT, 전산 보안, 인프라",채용 규모/특징: 수시 채용 활발. 엔터 테크 확장으로 인한 IT 기획/운영 증가,422,10261,dart
606,한국철강,104700,6000,제조·모빌리티,극소수,,"제강 공정 전산, 일반 전산 지원","채용 규모/특징: 극소수. KISCO홀딩스 계열, 안정적인 전산 환경",337,10985,dart
607,대원제약,003220,5982,바이오·헬스,,수시,"제약 전산 시스템, ERP 운영, 보안",채용 규모/특징: 수시 채용. 안정적인 제약 인프라 관리 및 지원,1332,8729,dart
608,코스맥스비티아이,044820,5976,기타,소규모,,그룹 IT 전략 및 제조 전산 거버넌스,채용 규모/특징: 소수 (지주사). 코스맥스 계열사 통합 전산 정책 수립,259,9862,dart
609,동성화인텍,033500,5974,에너지,소규모,,"조선/에너지 IT 인프라, 전산 보안",채용 규모/특징: 소수. LNG 선박 소재 기반의 전산 유지보수,558,7156,dart
610,삼척블루파워,,5965,에너지,극소수,,"발전소 전산 시스템 운영, 보안",채용 규모/특징: 극소수. 포스코 계열 발전소의 안정적인 전산직,,9000,research
611,한양디지텍,078350,5952,제조·모빌리티,소규모,,"메모리 모듈 제조 IT, 일반 전산 지원",채용 규모/특징: 소수. 평택 기반 반도체 부품 전산 유지보수,72,6217,dart
612,휴온스,243070,5902,바이오·헬스,,수시,"제약 전산 시스템, ERP 운영, 보안",채용 규모/특징: 수시 채용. 판교 기반 성장하는 제약사 전산 조직,1049,6033,dart
613,평화산업,090080,5884,제조·모빌리티,극소수,,"자동차 부품 전산, 일반 전산 유지보수",채용 규모/특징: 극소수. 대구 기반 제조업의 전형적인 전산 직무,817,5707,dart
614,DB,012030,5874,기타,중간,혼합,"그룹 전산 SI/SM, 금융 IT 인프라","채용 규모/특징: 수시/정기 공채. DB그룹 IT 전담사, 전산 전공자 다수 채용",870,8525,dart
615,모트렉스,118990,5869,기타,,수시,"IVI 시스템 전산, 일반 전산 지원",채용 규모/특징: 수시 채용. 차량용 인포테인먼트 특화 IT 시스템 관리,460,6669,dart
616,도화엔지니어링,002150,5828,건설·엔지니어링,소규모,수시,"설계 시스템 지원, 전산 보안, 인프라",채용 규모/특징: 소수 수시 채용. 엔지니어링 특화 전산망 및 보안 핵심,2786,7439,dart
617,이엔에프테크놀로지,102710,5824,유통·물류,소규모,,"반도체 케미칼 IT, 전산 보안, ERP",채용 규모/특징: 소수. 제조업 기반의 안정적인 IT 인프라 운영,586,5713,dart
618,신성이엔지,011930,5823,제조·모빌리티,소규모,수시,"클린룸 설비 IT, 스마트 팩토리 기획",채용 규모/특징: 소수 수시 채용. 반도체 설비 기반의 제조 전산 시스템 관리,509,5700,dart
619,TCC스틸,002710,5821,제조·모빌리티,소규모,,"제강 공정 전산, 전산 인프라 보안",채용 규모/특징: 소수. 포항 기반 안정적인 철강 전산 유지보수,288,8274,dart
620,케이엔솔,053080,5792,기타,극소수,,"(구 원방테크) 설비 전산, ERP 관리",채용 규모/특징: 극소수. 산업용 클린룸 기반의 사내 전산 유지,202,6458,dart
621,상신브레이크,041650,5786,제조·모빌리티,소규모,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 소수. 대구 기반 부품사 전산 인프라 지원 업무,632,7852,dart
622,켐트로닉스,089010,5752,기타,,수시,"전자/화학 제조 IT, 전산 보안, 인프라",채용 규모/특징: 수시 채용. 자율주행 등 신사업 연계 IT 인력 필요,558,5553,dart
623,와이지-원,019210,5750,제조·모빌리티,소규모,수시,"절삭공구 제조 IT, 글로벌 ERP 관리",채용 규모/특징: 소수 수시 채용. 인천 기반 글로벌 제조망 전산 지원,1468,4622,dart
624,삼성메디슨,,5712,바이오·헬스,중간,혼합,"의료기기 제조 IT, 전산 보안, 인프라",채용 규모/특징: 정기 공채/수시. 삼성 계열 고수준 전산 및 보안 시스템 운영,,9000,research
625,솔루스첨단소재,336370,5709,제조·모빌리티,,수시,"소재 제조 IT, 전산 보안, ERP 관리",채용 규모/특징: 수시 채용. 동박 제조 기반의 안정적인 전산 지원,208,8710,dart
626,코스모신소재,005070,5697,제조·모빌리티,,수시,"배터리 소재 IT, 전산 인프라 및 보안",채용 규모/특징: 수시 채용 활발. 충주 기반 성장하는 제조 전산 조직,463,9203,dart
627,동원금속,018500,5682,제조·모빌리티,극소수,,"자동차 부품 전산, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 유지보수,538,6367,dart
628,대유에이텍,002880,5649,제조·모빌리티,소규모,,"자동차 시트 제조 IT, ERP 관리","채용 규모/특징: 소수. 대유위니아 계열사, 제조 전산 지원 업무",404,6621,dart
629,인팩,023810,5639,제조·모빌리티,소규모,,"자동차 부품 제조 IT, 전산 보안",채용 규모/특징: 소수. 제조업 기반의 정통 전산 관리 직무,376,6481,dart
630,우신시스템,017370,5636,제조·모빌리티,소규모,,"자동차 차체 설비 전산, IT 인프라",채용 규모/특징: 소수. 설비 제조 특화 전산 및 ERP 유지보수,272,6755,dart
631,에스와이,109610,5610,제조·모빌리티,극소수,,"샌드위치 판넬 제조 IT, 전산 지원",채용 규모/특징: 극소수. 건자재 제조업의 소규모 전산 조직 운영,341,3562,dart
632,한미반도체,042700,5589,제조·모빌리티,,수시,"반도체 장비 제조 IT, 전산 보안, ERP","채용 규모/특징: 수시 채용 활발. HBM 이슈로 급성장, 제조 전산 고도화 중",710,6331,dart
633,삼보판지,023600,5583,제조·모빌리티,극소수,,"제지/골판지 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 제조업 기반의 보수적인 전산 관리 업무,286,6016,dart
634,이랜텍,054210,5560,제조·모빌리티,소규모,,"전자부품/배터리 팩 제조 IT, 보안",채용 규모/특징: 소수. 용인/화성 기반 제조 전산 인프라 지원,343,5793,dart
635,HS애드,035000,5547,기타,중간,혼합,"마케팅 데이터 인프라, 전산 보안",채용 규모/특징: 수시/정기 공채. LG그룹 계열 광고 대행사 IT 인프라 관리,796,8495,dart
636,한전기술,052690,5534,공공,중간,정기,"원전 설계 시스템, 전산 보안, 인프라","채용 규모/특징: 정기 공채. 공기업 전산직, 고도의 설계 보안망 관리",2407,8905,dart
